451,6.1,2108,76,1434
481,10.9,2752,86,2017
133,3.4,714,38,445
41,1.1,588,10,246
152,3.3,1175,29,461
553,8.4,2559,89,2471
402,6.9,2282,78,1397
555,9.5,2855,95,1565
499,9.6,2873,81,1805
101,3.2,603,28,417
433,6.8,2093,75,1300
133,2.0,1007,31,417
351,6.1,1941,79,1290
532,10.7,2556,83,2148
92,2.5,690,31,563
511,10.8,2712,97,2438
384,7.0,2185,72,1376
193,5.2,1318,49,626
132,3.8,649,25,368
360,7.3,1946,79,1164
159,2.3,1083,32,526
495,8.9,2855,91,2150
537,10.0,2720,83,1763
129,3.4,1059,27,580
132,3.8,636,28,529
37,1.4,369,18,295
524,8.9,2549,88,1730
425,6.9,2142,66,1130
64,1.7,585,13,107
573,10.8,2711,96,2118
45,1.7,302,16,191
564,11.7,2764,81,2133
162,3.5,761,36,338
451,6.5,2378,69,1341
30,1.3,479,16,253
202,5.0,1542,45,844
71,1.5,590,17,257
314,6.2,2205,63,1066
168,4.0,866,22,581
75,1.9,537,13,230
42,1.4,324,13,272
441,7.9,2332,78,1477
523,10.5,2460,99,1787
100,2.4,982,31,478
52,1.2,398,14,172
397,7.0,2352,77,1101
424,7.7,1863,65,1116
272,5.0,1655,45,686
201,4.0,1791,50,914
570,9.0,2613,98,2497
64,1.3,490,14,151
334,6.6,2394,68,1227
518,9.6,2954,93,2125
70,1.7,359,10,109
334,6.8,2000,77,1079
563,8.4,2849,85,1508
181,4.1,1608,43,752
584,9.4,2766,84,2151
208,4.7,1642,45,861
381,6.6,2160,69,1450
426,6.5,1969,78,1266
284,4.2,1360,56,888
105,2.2,1002,29,453
179,2.3,1014,32,588
122,2.6,639,37,568
501,11.9,2702,88,1738
269,5.9,1666,42,629
230,4.4,1607,52,878
85,1.6,417,12,122
411,7.8,2029,75,1136
73,1.7,403,12,163
39,1.7,530,11,268
386,7.7,2114,72,1209
49,1.3,542,16,169
411,6.9,1820,70,1024
534,10.8,2805,90,1538
314,7.4,2136,64,1376
211,4.0,1519,54,811
121,3.7,619,36,473
84,1.2,415,10,146
448,7.6,2199,66,1047
55,1.6,360,19,149
59,1.8,497,10,208
226,4.5,1781,45,649
580,8.5,2660,87,1795
65,1.8,481,18,130
458,6.6,2214,67,1163
170,2.7,805,26,344
264,5.2,1641,44,778
122,3.3,748,35,499
420,6.5,2113,65,1314
267,4.4,1505,59,971
469,6.0,2290,67,1086
541,11.4,2443,89,1923
155,2.9,1117,22,322
106,2.8,686,32,594
243,5.0,1232,47,877
410,7.5,2176,68,1213
285,5.1,1226,57,666
397,6.8,2027,66,1167
230,4.2,1507,51,868
341,7.2,2397,68,1055
132,2.9,1054,32,563
130,3.0,820,21,308
281,4.9,1566,59,632
74,2.0,320,11,103
299,4.3,1737,43,953
116,2.2,827,29,434
408,6.6,2026,63,1076
508,11.3,2590,81,2481
227,4.4,1275,56,984
274,6.0,1489,56,666
347,6.3,2001,61,1456
76,1.3,490,14,156
445,7.5,2007,78,1115
203,4.3,1554,54,638
199,6.0,1707,57,881
48,2.0,574,18,127
88,1.6,420,12,274
541,8.3,2865,89,1820
233,4.6,1534,49,796
176,3.8,727,36,362
191,6.0,1762,45,904
461,7.5,2001,69,1324
37,1.5,375,18,246
531,9.8,2905,99,1632
473,7.9,2292,62,1472
30,1.3,561,15,252
306,6.1,2267,70,1449
64,1.2,590,13,155
75,1.0,435,13,223
597,10.3,2718,90,1863
529,10.5,2971,87,1683
290,6.0,1533,54,645
256,5.8,1309,52,840
308,7.7,1974,73,1431
156,3.3,1020,38,447
62,1.4,542,18,266
156,3.8,866,34,510
303,7.4,2314,66,1387
463,6.9,2111,73,1463
60,1.5,593,14,281
225,4.6,1230,52,954
379,7.5,1823,68,1075
53,1.4,455,14,106
30,1.9,574,19,287
291,4.1,1326,51,905
488,9.5,2840,92,1986
74,2.0,366,13,253
230,4.6,1325,55,845
517,11.8,2435,86,2208
557,10.4,2900,97,1609
78,1.5,341,11,259
321,7.9,2159,64,1499
579,8.6,2539,84,1935
382,7.2,1965,67,1341
516,11.6,2464,82,1767
598,11.2,2876,85,2477
102,3.9,747,36,408
165,2.4,816,35,503
558,9.8,2765,83,1548
561,10.6,2547,86,1823
511,10.9,2514,91,2335
560,11.3,2947,95,1663
69,1.3,434,12,164
44,1.1,531,17,232
65,1.7,490,17,122
458,6.0,1875,63,1072
525,10.8,2445,99,1623
106,3.0,922,22,313
188,4.6,1767,47,653
493,10.4,2453,99,1813
84,1.5,373,19,299
104,2.9,653,35,322
102,3.0,890,38,548
349,6.6,2041,78,1096
98,2.0,925,32,457
72,1.3,461,13,199
563,11.6,2968,92,2191
119,2.8,775,31,313
311,7.9,2231,69,1021
337,6.1,1901,76,1359
168,3.5,1055,29,313
331,7.4,2129,66,1459
589,9.2,2663,84,1774
472,6.8,2288,61,1356
78,1.1,437,14,143
517,11.6,2798,90,2175
41,1.6,323,18,221
49,1.5,571,10,203
522,11.1,2821,86,1891
97,2.7,612,36,508
411,7.4,1960,71,1264
566,8.6,2595,89,1657
559,8.2,2618,84,2102
478,7.3,2340,69,1017
147,3.2,994,33,567
395,7.3,2291,61,1049
357,7.8,2289,74,1242
405,6.9,2366,61,1434
501,11.8,2790,86,2074
575,8.2,2918,88,1928
257,5.1,1692,46,769
270,5.0,1532,51,957
116,2.0,1171,22,573
98,2.3,608,24,394
264,5.1,1293,52,737
572,11.7,2655,91,2481
202,4.9,1549,43,964
83,1.4,454,11,228
32,1.4,416,12,198
168,3.2,716,38,414
416,6.1,2115,71,1041
46,1.1,536,18,167
201,5.0,1482,59,709
130,2.8,1062,24,579
98,2.4,747,36,403
105,3.8,967,28,489
94,2.3,1033,33,369
540,10.1,2757,90,2180
266,5.5,1238,59,839
140,3.8,1137,36,506
534,10.4,2672,90,1702
46,2.0,309,15,116
581,8.4,2591,99,2304
105,3.4,798,21,467
221,4.4,1341,46,862
41,1.7,408,16,291
105,3.0,728,24,343
123,3.9,915,39,468
260,5.7,1725,56,920
223,5.7,1295,44,751
66,1.1,505,17,218
231,4.0,1664,48,724
555,8.8,2540,97,2402
378,7.2,1859,61,1318
546,8.8,2852,81,1641
234,5.2,1604,58,919
152,3.0,617,22,306
34,1.2,518,10,170
179,3.5,1114,30,466
591,11.8,2953,92,1903
120,3.3,734,35,583
88,1.3,557,13,164
143,3.9,1160,24,398
74,1.6,436,13,182
74,1.6,587,15,275
234,4.7,1707,55,871
56,1.0,547,10,142
174,2.4,639,37,545
523,9.0,2696,91,1561
123,3.3,938,36,438
216,5.9,1789,54,987
290,4.6,1694,50,809
68,1.3,583,10,281
265,4.8,1770,51,723
414,7.3,2349,75,1092
238,4.0,1414,47,661
429,7.5,1921,61,1102
39,1.9,541,16,294
248,4.6,1396,52,883
541,9.4,2452,93,1811
139,3.0,697,37,513
289,5.0,1625,45,687
210,4.9,1657,55,765
412,6.2,2201,68,1085
318,6.6,2089,77,1126
258,4.2,1315,44,762
258,4.3,1759,59,718
189,4.8,1681,59,795
155,2.4,954,39,441
528,10.4,2717,87,2140
549,11.1,2851,87,1814
78,1.6,470,18,230
444,6.0,1873,61,1093
80,1.1,417,18,298
131,3.8,739,34,330
228,4.4,1734,46,804
416,7.3,1882,62,1333
586,9.3,2403,94,2332
416,6.1,2279,71,1096
152,3.7,948,22,507
87,1.5,594,19,198
329,6.8,1892,69,1383
107,2.5,1176,24,545
493,10.9,2928,88,2116
182,4.8,1500,51,807
102,2.9,918,37,362
274,4.5,1356,54,869
143,3.6,988,26,504
66,1.3,369,14,195
420,7.7,2017,74,1187
582,8.4,2664,91,2493
200,5.8,1291,50,965
493,8.5,2859,99,2450
348,6.6,2398,66,1415
238,5.1,1408,45,941
33,2.0,318,11,173
267,5.9,1740,45,791
492,10.0,2513,90,1968
241,5.3,1767,58,976
567,10.8,2911,89,1682
36,1.6,442,17,249
110,3.4,975,31,507
466,7.1,1984,73,1461
126,2.2,1187,28,599
120,3.8,940,36,535
64,1.2,592,19,218
574,8.5,2780,87,1809
119,2.2,1123,22,371
350,6.5,2364,75,1485
69,1.1,535,17,250
438,6.5,1849,64,1125
506,11.2,2623,98,2460
272,5.2,1390,45,792
224,4.5,1646,57,665
99,2.4,689,36,318
44,1.2,466,10,131
175,3.0,801,32,338
228,4.8,1639,47,796
589,11.8,2629,86,2479
339,7.9,1987,66,1191
431,6.4,2206,66,1200
190,4.7,1276,57,915
389,6.1,2087,67,1383
139,3.3,937,24,573
289,5.9,1528,48,915
593,11.1,2672,82,2258
576,9.5,2638,98,2281
592,9.4,2867,95,1701
567,10.5,2817,89,2194
170,2.5,740,21,537
242,5.4,1307,48,642
275,5.5,1616,48,656
544,9.7,2633,97,1727
50,2.0,362,17,182
236,4.6,1750,45,971
139,2.6,658,33,358
383,6.6,2155,74,1360
172,4.0,1047,32,508
455,6.2,1984,72,1287
157,2.5,1110,30,373
173,3.8,605,23,583
405,7.3,2082,75,1162
387,6.6,2168,61,1246
201,4.9,1633,41,972
142,3.5,625,25,370
198,4.2,1392,43,640
361,7.6,2037,65,1056
553,11.6,2914,81,1860
408,6.2,2245,69,1103
121,2.1,1188,21,578
71,1.4,508,15,265
46,1.6,440,10,265
290,4.4,1272,55,910
60,1.3,462,15,296
116,3.9,1132,26,498
86,1.7,312,16,227
291,5.3,1537,43,700
404,6.6,2181,77,1327
441,7.1,1928,74,1421
444,6.1,2229,73,1194
211,5.9,1757,42,864
537,9.1,2858,86,2158
519,10.9,2571,93,2163
94,3.5,606,30,446
554,10.3,2776,83,1606
381,7.5,2216,66,1291
257,6.0,1715,49,916
47,1.1,532,18,122
527,10.0,2430,82,1737
148,2.7,625,34,416
191,5.7,1414,53,991
71,1.9,571,10,117
73,1.3,538,19,175
149,3.1,1191,28,563
197,4.4,1665,44,608
328,6.1,1975,72,1101
424,7.5,1995,75,1228
111,3.6,627,26,464
159,3.7,630,33,575
580,11.5,2767,84,2341
379,7.7,1809,64,1050
217,4.2,1500,42,677
447,6.3,1959,63,1441
512,10.5,2538,82,1694
511,10.8,2529,91,2387
140,2.5,825,31,347
114,3.0,1131,31,596
192,4.3,1382,42,905
325,6.0,2244,70,1296
83,1.2,545,15,284
122,3.0,922,32,373
138,2.1,660,22,424
182,5.3,1278,42,885
425,6.0,1928,72,1150
580,10.4,2496,81,2441
203,4.0,1323,56,787
258,4.9,1596,56,937
551,8.5,2927,92,1901
507,9.6,2606,95,1543
57,1.3,489,16,131
553,10.2,2911,82,2441
49,1.1,395,16,153
106,4.0,1158,23,493
119,3.7,608,36,461
288,5.4,1476,49,767
225,5.6,1388,55,965
342,7.0,1826,71,1077
292,4.2,1407,54,867
218,5.0,1475,46,972
64,1.8,351,15,274
453,7.4,2363,65,1046
42,1.8,417,15,284
36,1.5,310,15,272
55,1.8,328,12,196
210,5.0,1614,53,679
227,5.2,1446,46,920
47,1.2,437,18,234
461,6.3,1988,62,1004
94,3.1,1078,38,489
216,5.1,1483,54,977
496,10.2,2587,84,1921
138,3.2,1142,31,366
318,6.6,2055,67,1253
96,3.4,1198,39,401
510,10.7,2433,90,1729
83,1.1,546,10,289
417,6.2,2074,63,1135
538,9.8,2778,91,2080
63,1.8,321,11,271
50,1.4,443,16,255
502,8.2,2597,90,1553
105,3.3,723,35,566
186,4.8,1494,53,949
174,2.9,1197,23,345
89,1.3,314,16,201
66,1.5,565,17,283
389,6.3,2294,76,1334
186,5.4,1627,58,790
149,2.0,1041,39,356
69,1.7,519,10,167
206,5.2,1632,47,694
49,1.2,365,19,144
594,10.5,2839,91,1647
104,3.7,1028,29,493
262,5.6,1489,59,628
278,5.3,1368,56,894
463,6.8,2358,68,1236
505,9.6,2464,91,2375
50,1.5,387,12,146
138,3.1,947,29,545
130,3.2,1189,37,448
469,6.4,1858,78,1297
555,10.3,2568,83,2003
198,5.4,1544,53,635
529,11.4,2891,82,1845
205,5.5,1699,49,729
170,2.4,1039,38,334
160,3.2,648,31,339
81,1.6,387,13,224
468,7.3,1937,64,1209
500,11.2,2925,84,2438
37,1.6,490,18,216
522,11.4,2776,93,1768
81,1.5,545,17,159
141,3.8,689,38,576
115,3.5,706,26,495
298,4.6,1525,59,814
33,1.8,334,16,113
307,6.1,2105,76,1111
380,7.6,2354,77,1191
190,5.5,1718,58,815
75,1.6,325,12,225
218,4.0,1221,47,822
412,6.6,1859,67,1393
335,7.7,2037,68,1007
387,6.3,2098,61,1178
261,4.9,1589,56,824
541,9.5,2424,98,1550
195,5.7,1447,48,679
178,4.0,856,37,569
378,6.7,1898,78,1455
505,8.6,2792,82,1709
564,9.7,2422,83,1985
92,3.9,1082,26,381
316,6.8,1965,68,1201
99,3.1,942,22,457
62,1.7,431,13,224
212,5.4,1306,49,828
